Symbol	Ensembl
CTD-2124B20.2	ENST00000582033
LINC01387	ENST00000584361
CTD-2124B20.3	ENST00000582386
RP11-91I8.1	ENST00000563503
RP11-91I8.2	ENST00000623844
ARHGAP28-AS1	ENST00000577327
ARHGAP28	ENST00000383472
RP11-146G7.5	ENST00000656732
RP11-146G7.2	ENST00000583659
LINC00668	ENST00000581725
SCML2P1	ENST00000584511
LAMA1	ENST00000389658
RP11-781P6.1	ENST00000584722
RP11-76K13.3	ENST00000581502
SLC25A51P2	ENST00000535708
LRRC30	ENST00000383467
RP11-802O4.1	ENST00000651113
PTPRM	ENST00000580170
RP11-678G15.2	ENST00000579509
RP11-678G15.1	ENST00000584036
RP11-931H21.1	ENST00000668117
RP11-376P6.4	ENST00000660095
RP11-376P6.3	ENST00000608943
RP11-789C17.3	ENST00000580491
RP11-789C17.1	ENST00000578897
RP11-789C17.5	ENST00000579805
COP1P1	ENST00000579008
THEMIS3P	ENST00000416112
AKR1B1P6	ENST00000584733
RAB12	ENST00000649141
RP11-661O13.1	ENST00000580267
TOMM20P3	ENST00000579772
GACAT2	ENST00000579368
MTCL1	ENST00000359865
RP11-674N23.4	ENST00000609424
RP11-772F18.1	ENST00000667345
RP11-143J12.4	ENST00000668687
RPS4XP19	ENST00000460237
NDUFV2	ENST00000318388
RP11-21J18.1	ENST00000578850
RP11-143J12.3	ENST00000579467
NDUFV2-AS1	ENST00000582375
ANKRD12	ENST00000262126
RP11-888D10.4	ENST00000609701
TWSG1-DT	ENST00000584509
TWSG1	ENST00000262120
RP11-888D10.5	ENST00000668094
RP11-61L19.2	ENST00000608162
RALBP1	ENST00000383432
RP11-61L19.1	ENST00000580891
PPP4R1	ENST00000400556
RP11-881L2.1	ENST00000584109
PPP4R1-AS1	ENST00000582435
LINC02856	ENST00000649128
KRT18P8	ENST00000581937
RAB31	ENST00000578921
RP11-692N5.2	ENST00000578806
ZNF415P1	ENST00000582279
RP11-474N24.7	ENST00000649534
RNA5SP449	ENST00000516871
PIGPP4	ENST00000584447
TXNDC2	ENST00000357775
RP11-474N24.6	ENST00000609787
VAPA	ENST00000400000
RNA5SP450	ENST00000411206
RP11-419J16.1	ENST00000669473
RP11-138E9.3	ENST00000669383
RP11-138E9.2	ENST00000666410
RP11-243E13.2	ENST00000580258
RP11-243E13.3	ENST00000653772
LINC01254	ENST00000567609
RP11-243E13.4	ENST00000671418
APCDD1	ENST00000355285
NAPG	ENST00000322897
RP11-883A18.3	ENST00000579385
LINC01887	ENST00000584734
RP11-856M7.7	ENST00000582221
MIX23P1	ENST00000578567
RP11-856M7.4	ENST00000579413
RP11-856M7.8	ENST00000584918
PMM2P1	ENST00000581948
RP11-856M7.1	ENST00000562202
PIEZO2	ENST00000674853
RP11-856M7.2	ENST00000584167
KIAA0895LP1	ENST00000584346
RP11-513M1.1	ENST00000584321
RP11-93H10.1	ENST00000580702
RP11-128P17.2	ENST00000592198
RP11-128P17.4	ENST00000609980
RP11-128P17.3	ENST00000587114
LINC01928	ENST00000591029
LINC01255	ENST00000669406
RP11-712C7.2	ENST00000591378
SLC35G4	ENST00000588001
RP11-677O4.5	ENST00000590231
NPIPB1P	ENST00000588786
RP11-677O4.6	ENST00000589395
RP11-677O4.4	ENST00000585729
RP11-677O4.2	ENST00000561598
GNAL	ENST00000334049
ASNSP6	ENST00000592770
RP11-677O4.8	ENST00000666417
RP11-78A19.2	ENST00000586453
CHMP1B	ENST00000526991
CHMP1B-AS1	ENST00000586474
RP11-78A19.4	ENST00000609238
MPPE1	ENST00000588072
RP11-820I16.4	ENST00000609611
RP11-820I16.1	ENST00000590055
RP11-820I16.2	ENST00000588718
IMPA2	ENST00000269159
RP11-820I16.3	ENST00000592820
RP11-703I16.1	ENST00000587619
RP11-703I16.3	ENST00000591314
RP11-703I16.2	ENST00000593141
AP002414.1	ENST00000391405
RP11-815J4.7	ENST00000589764
RP11-815J4.6	ENST00000590929
RP11-815J4.1	ENST00000591853
RP11-815J4.5	ENST00000589352
ANKRD62	ENST00000587848
SDHDP1	ENST00000588055
PMM2P2	ENST00000586747
RP11-64C12.5	ENST00000625003
RP11-64C12.4	ENST00000592203
MIX23P3	ENST00000590792
RP11-64C12.3	ENST00000588436
RP11-64C12.6	ENST00000592370
PPIAP56	ENST00000590066
CIDEA	ENST00000320477
RP11-64C12.1	ENST00000623093
RP11-64C12.8	ENST00000586226
TUBB6	ENST00000317702
AFG3L2	ENST00000269143
PRELID3A	ENST00000440960
RP11-861E21.1	ENST00000589843
RP11-861E21.2	ENST00000589795
SPIRE1	ENST00000409402
RP11-861E21.3	ENST00000588063
RP11-973H7.3	ENST00000585877
CEP76	ENST00000262127
PSMG2	ENST00000317615
RP11-973H7.5	ENST00000587889
LINC01882	ENST00000589930
PTPN2	ENST00000309660
STK25P1	ENST00000585406
EIF4A2P1	ENST00000587313
SEH1L	ENST00000399892
CEP192-DT	ENST00000588211
CEP192	ENST00000506447
RP11-807E13.3	ENST00000586758
RP11-807E13.2	ENST00000586304
RP11-794M8.2	ENST00000593121
RP11-794M8.1	ENST00000586278
RP11-756J15.3	ENST00000592655
C18orf15	ENST00000623680
RP11-756J15.4	ENST00000654841
LDLRAD4	ENST00000359446
RP11-756J15.2	ENST00000623585
RP11-691H4.3	ENST00000588204
LDLRAD4-AS1	ENST00000588672
RP11-691H4.4	ENST00000585817
RP11-53B2.1	ENST00000590468
RP11-53B2.5	ENST00000589045
RP11-53B2.3	ENST00000585366
RP11-53B2.4	ENST00000590042
RP11-701H16.4	ENST00000588397
FAM210A	ENST00000651643
RP11-720L3.1	ENST00000624611
RNMT	ENST00000383314
MC5R	ENST00000589410
MC2R	ENST00000327606
RP11-681N23.1	ENST00000494882
RP11-411B10.7	ENST00000623071
RP11-411B10.8	ENST00000603126
RP11-411B10.4	ENST00000585516
RP11-411B10.2	ENST00000591211
ZNF519	ENST00000590202
RP11-411B10.3	ENST00000592926
FRG2LP	ENST00000586090
RP11-411B10.5	ENST00000592985
NF1P5	ENST00000588287
ANKRD20A5P	ENST00000431648
RHOT1P1	ENST00000582468
RP11-681B3.4	ENST00000577614
RP11-757O6.6	ENST00000619964
CYP4F35P	ENST00000636121
RP11-757O6.7	ENST00000614206
RP11-757O6.4	ENST00000584979
TERF1P2	ENST00000583350
FEM1AP2	ENST00000581547
RP11-757O6.8	ENST00000671044
LONRF2P1	ENST00000584783
CXADRP3	ENST00000617265
GRAMD4P7	ENST00000578182
POTEC	ENST00000358970
OR4K7P	ENST00000580232
OR4K8P	ENST00000578842
SNX19P3	ENST00000580193
VN1R74P	ENST00000613259
ANKRD30B	ENST00000358984
RP11-1157N2__B.2	ENST00000581117
LINC01906	ENST00000582962
FGF7P1	ENST00000582820
RP11-527H14.4	ENST00000584414
LINC01443	ENST00000584531
LINC01444	ENST00000580867
RP11-527H14.1	ENST00000583306
RP11-805F19.3	ENST00000623533
RP11-805F19.4	ENST00000580065
RP11-805F19.5	ENST00000623604
RP11-805F19.2	ENST00000583946
RP11-805F19.6	ENST00000652892
RP11-805F19.1	ENST00000581690
RP11-454P7.4	ENST00000657254
RP11-454P7.5	ENST00000667754
RP11-454P7.3	ENST00000581653
BNIP3P3	ENST00000577336
RP11-454P7.1	ENST00000545779
AP005901.1	ENST00000508721
ROCK1	ENST00000399799
RP11-254G11.1	ENST00000473808
EXOGP1	ENST00000580616
GREB1L-DT	ENST00000579247
GREB1L	ENST00000424526
RP11-296E23.2	ENST00000584331
RP11-296E23.1	ENST00000584611
ESCO1	ENST00000269214
SNRPD1	ENST00000300413
ABHD3	ENST00000289119
RP11-13N13.5	ENST00000584148
RP11-13N13.6	ENST00000578583
MIB1	ENST00000261537
MIR133A1HG	ENST00000581072
RP11-268I9.1	ENST00000473394
RP11-268I9.3	ENST00000583436
RP11-268I9.4	ENST00000582071
RNA5SP451	ENST00000410588
LINC01900	ENST00000584898
RP11-595B24.2	ENST00000579830
GATA6-AS1	ENST00000649008
GATA6	ENST00000269216
RP11-627G18.2	ENST00000578504
RP11-627G18.1	ENST00000583442
RP11-627G18.4	ENST00000578741
RP11-535A5.1	ENST00000608890
CTAGE1	ENST00000391403
ATP7BP1	ENST00000603437
RPS4XP18	ENST00000495480
RP11-739L10.1	ENST00000578831
RP11-370A5.1	ENST00000583086
RP11-370A5.2	ENST00000609775
UBE2CP2	ENST00000583290
RBBP8	ENST00000327155
CABLES1	ENST00000256925
RP11-17J14.2	ENST00000585184
TMEM241	ENST00000383233
RIOK3	ENST00000339486
RP11-639E23.1	ENST00000634369
RMC1	ENST00000269221
NPC1	ENST00000269228
ANKRD29	ENST00000592179
RPS10P27	ENST00000586795
LAMA3	ENST00000313654
RPL23AP77	ENST00000588044
RP11-403A21.1	ENST00000582300
TTC39C-AS1	ENST00000579713
TTC39C	ENST00000317571
RP11-403A21.3	ENST00000578443
RP11-799B12.2	ENST00000583782
RP11-799B12.1	ENST00000623599
CABYR	ENST00000399496
RP11-799B12.4	ENST00000583267
OSBPL1A	ENST00000319481
RNA5SP452	ENST00000363004
RP11-621L6.2	ENST00000579347
RP11-621L6.3	ENST00000608010
IMPACT	ENST00000284202
RP11-178F10.1	ENST00000579049
HRH4	ENST00000256906
RP11-178F10.2	ENST00000583122
RP11-178F10.5	ENST00000656050
RP11-178F10.3	ENST00000668994
EIF4A3P1	ENST00000578499
LINC01915	ENST00000664008
RAC1P1	ENST00000578535
PPIAP57	ENST00000579571
RP11-449D8.5	ENST00000654065
LINC01894	ENST00000670277
WBP2P1	ENST00000427605
RP11-958F21.3	ENST00000578129
ZNF521	ENST00000361524
CTD-2576N18.2	ENST00000649176
CTD-2576N18.1	ENST00000624795
CTD-2006O16.2	ENST00000580645
RP11-737G21.1	ENST00000583887
SS18	ENST00000415083
RPS24P18	ENST00000468051
PSMA8	ENST00000415576
DHFRP1	ENST00000579682
NPM1P2	ENST00000578162
TAF4B	ENST00000269142
SINHCAFP1	ENST00000578364
RP11-25D3.1	ENST00000580975
RP11-107K17.2	ENST00000582910
LINC01543	ENST00000660990
KCTD1	ENST00000580059
RP11-9E17.1	ENST00000620414
RP11-349H17.2	ENST00000615734
CIAPIN1P	ENST00000584883
RP11-17A19.2	ENST00000666726
PCAT18	ENST00000579458
RP11-552O4.1	ENST00000655572
RP11-552O4.2	ENST00000583051
AQP4	ENST00000383168
AQP4-AS1	ENST00000578701
CHST9	ENST00000618847
ATP6V1E1P2	ENST00000580510
LINC01908	ENST00000583148
RP11-739N10.1	ENST00000584546
RP11-26N15.2	ENST00000584547
UBA52P9	ENST00000483523
RP11-612A1.1	ENST00000659566
RBM22P1	ENST00000578589
PA2G4P3	ENST00000577406
RP11-612A1.4	ENST00000668820
RP11-731I21.1	ENST00000663298
CDH2	ENST00000269141
AC015933.2	ENST00000423367
RP11-430E17.1	ENST00000621223
RP11-510D21.1	ENST00000649159
ARIH2P1	ENST00000584680
RP11-510D21.2	ENST00000603176
CTD-2515C13.1	ENST00000581934
CTD-2515C13.2	ENST00000577674
RP11-784B15.1	ENST00000584482
RP11-784B15.2	ENST00000666254
CTD-2338I4.1	ENST00000657542
RP11-675P14.1	ENST00000583089
RP11-675P14.2	ENST00000624521
RP11-25I11.1	ENST00000583580
DSC3	ENST00000360428
DSC2	ENST00000280904
DSCAS	ENST00000581836
DSC1	ENST00000257198
RP11-408H20.3	ENST00000582307
DSG1	ENST00000257192
DSG1-AS1	ENST00000581856
DSG4	ENST00000308128
DSG3	ENST00000257189
RP11-650P15.1	ENST00000580937
DSG2	ENST00000261590
DSG2-AS1	ENST00000583706
TTR	ENST00000237014
B4GALT6	ENST00000306851
RP11-549B18.1	ENST00000565978
LRRC37A7P	ENST00000585232
RP11-549B18.3	ENST00000584628
SLC25A52	ENST00000269205
TRAPPC8	ENST00000283351
RP11-210K20.2	ENST00000582269
RP11-210K20.6	ENST00000619794
RP11-210K20.5	ENST00000616300
RP11-326K13.4	ENST00000580420
PGDP1	ENST00000581802
RP11-326K13.2	ENST00000582538
RP11-326K13.3	ENST00000624000
RNF125	ENST00000217740
RP11-53I6.2	ENST00000583184
RP11-326K13.5	ENST00000620744
RP11-53I6.1	ENST00000484967
RP11-53I6.3	ENST00000582233
RNF138	ENST00000261593
RP11-53I6.4	ENST00000583138
RNA5SP453	ENST00000362503
MEP1B	ENST00000269202
CLUHP6	ENST00000580789
RP11-344B2.3	ENST00000581134
GAREM1	ENST00000269209
RP11-344B2.2	ENST00000579580
HNRNPA1P7	ENST00000521273
RP11-57G22.3	ENST00000646805
WBP11P1	ENST00000562560
RP11-413I9.2	ENST00000656657
RP11-386P4.1	ENST00000578349
KLHL14	ENST00000359358
AC012123.1	ENST00000426194
RP11-57G22.1	ENST00000485809
RP11-746B8.1	ENST00000580366
CCDC178	ENST00000403303
RP11-680N20.1	ENST00000580071
ASXL3-DT	ENST00000591558
ASXL3	ENST00000269197
NOL4	ENST00000261592
RP11-379L18.2	ENST00000623479
RP11-379L18.1	ENST00000587528
RP11-379L18.3	ENST00000620598
RP11-115P21.1	ENST00000586960
DTNA	ENST00000444659
RP11-138H11.1	ENST00000596954
RP11-96A15.1	ENST00000613388
MAPRE2	ENST00000300249
RP11-294N21.2	ENST00000624092
RP11-294N21.3	ENST00000619893
ZNF397	ENST00000330501
ZSCAN30	ENST00000333206
RP11-158H5.2	ENST00000624194
RP11-158H5.8	ENST00000618230
RP11-158H5.7	ENST00000586922
ZNF271P	ENST00000465539
RP11-54G14.1	ENST00000613153
ZNF24	ENST00000261332
ZNF396	ENST00000589332
RP11-322E11.1	ENST00000474156
RP11-322E11.2	ENST00000612496
RP11-322E11.5	ENST00000593122
RP11-322E11.6	ENST00000589258
INO80C	ENST00000334598
RP11-322E11.3	ENST00000622938
GALNT1	ENST00000269195
RP11-712P20.2	ENST00000593078
RP11-873E20.1	ENST00000590983
NRBF2P1	ENST00000587407
RP11-905K4.1	ENST00000589074
RP11-723J4.3	ENST00000623524
C18orf21	ENST00000592875
RPRD1A	ENST00000399022
SLC39A6	ENST00000269187
ELP2	ENST00000358232
COSMOC	ENST00000568654
MOCOS	ENST00000261326
RP11-49I11.4	ENST00000612081
RP11-49I11.2	ENST00000589678
RP11-49I11.3	ENST00000593113
FHOD3	ENST00000257209
RP11-645I23.1	ENST00000667304
TPGS2	ENST00000334295
KIAA1328	ENST00000280020
RP11-58G13.1	ENST00000586106
RP11-95O2.1	ENST00000589715
CELF4	ENST00000420428
RP11-95O2.5	ENST00000589281
RP11-797E24.3	ENST00000588766
RP11-797E24.1	ENST00000623010
RP11-1147P1.1	ENST00000624553
RP11-19F9.2	ENST00000649194
RPL12P40	ENST00000467028
RP11-60G10.1	ENST00000654150
RP11-687D19.1	ENST00000663576
MIR924HG	ENST00000670992
RP11-1I2.1	ENST00000635791
RPL7AP66	ENST00000588490
RP11-25C13.1	ENST00000670258
LINC01901	ENST00000585822
LINC01902	ENST00000636467
RP11-5A1.1	ENST00000624119
LINC01477	ENST00000566101
RPL17P45	ENST00000586289
RP11-10C23.1	ENST00000667705
RP11-142I20.2	ENST00000670702
KC6	ENST00000595135
NPM1P1	ENST00000588959
AC011225.1	ENST00000457751
PIK3C3	ENST00000262039
RP11-687E1.2	ENST00000611384
RP11-115N12.1	ENST00000591187
RP11-687E1.3	ENST00000665793
LINC00907	ENST00000589068
RNA5SP454	ENST00000517231
RP11-1119E12.1	ENST00000659778
RIT2	ENST00000326695
RP11-761D8.1	ENST00000660614
SYT4	ENST00000255224
RP11-789C7.1	ENST00000624990
AC083760.1	ENST00000589621
RNA5SP455	ENST00000365190
CTC-782O7.3	ENST00000649259
KRT8P5	ENST00000592443
LINC01478	ENST00000657927
MLECP1	ENST00000615893
SETBP1-DT	ENST00000592638
SETBP1	ENST00000649279
RP11-9H20.2	ENST00000624404
RP11-693M3.1	ENST00000623380
RP11-846C15.2	ENST00000660208
SLC14A2-AS1	ENST00000585759
RP11-749H17.1	ENST00000585897
RP11-309E23.3	ENST00000650598
RP11-749H17.2	ENST00000587369
RP11-749H17.3	ENST00000658918
SLC14A2	ENST00000255226
RP11-116O18.1	ENST00000590535
SLC14A1	ENST00000321925
RP11-618K16.4	ENST00000587507
SIGLEC15	ENST00000389474
EPG5	ENST00000282041
PSTPIP2	ENST00000409746
RP11-8H2.1	ENST00000591191
ATP5F1A	ENST00000398752
HAUS1	ENST00000282058
C18orf25	ENST00000615052
RNF165	ENST00000269439
RP11-63I8.1	ENST00000623263
RP11-418K9.3	ENST00000650266
LOXHD1	ENST00000642948
ST8SIA5	ENST00000315087
RP11-742D12.1	ENST00000490739
ST8SIA5-DT	ENST00000663845
RP11-687F6.5	ENST00000621730
PIAS2	ENST00000585916
RP11-687F6.4	ENST00000587732
RP11-776B3.1	ENST00000623955
KATNAL2	ENST00000683218
ELOA3D	ENST00000676383
ELOA3CP	ENST00000620522
ELOA3B	ENST00000675219
ELOA3	ENST00000674825
ELOA2	ENST00000332567
RP11-49K24.3	ENST00000623573
RP11-49K24.4	ENST00000592747
RP11-49K24.8	ENST00000591183
HDHD2	ENST00000300605
RP11-49K24.6	ENST00000588705
RP11-49K24.5	ENST00000588843
IER3IP1	ENST00000256433
SKOR2	ENST00000425639
RP11-701C7.1	ENST00000658369
MIR4527HG	ENST00000586905
RP11-157P23.1	ENST00000625076
RP11-157P23.2	ENST00000565127
TPMTP1	ENST00000592307
RP11-767C4.1	ENST00000586404
SMAD2	ENST00000262160
MTCO2P2	ENST00000591258
RP11-380M21.1	ENST00000624377
RP11-380M21.3	ENST00000625002
ZBTB7C	ENST00000590800
RP11-246E12.2	ENST00000623698
RP11-246E12.4	ENST00000652829
C18orf12	ENST00000623329
RNA5SP456	ENST00000364002
RP11-23B5.2	ENST00000613682
POLR3GP2	ENST00000588366
CTIF	ENST00000256413
RP11-426J5.3	ENST00000624725
RP11-426J5.1	ENST00000623145
RP11-426J5.2	ENST00000589818
RP11-46D1.2	ENST00000624979
RP11-484L8.1	ENST00000590649
SMAD7	ENST00000262158
RP11-1058N17.1	ENST00000587659
RP11-15F12.6	ENST00000624037
RP11-15F12.1	ENST00000584252
DYM	ENST00000675505
RP11-15F12.3	ENST00000585251
RP11-30L3.2	ENST00000577641
RP11-110H1.9	ENST00000583579
RP11-110H1.10	ENST00000667426
PRR13P4	ENST00000577786
C18orf32	ENST00000318240
RPL17-C18orf32	ENST00000584895
RP11-110H1.4	ENST00000580150
MIR1539	ENST00000581232
RPL17	ENST00000580261
SRP72P1	ENST00000580060
LINC02837	ENST00000582983
LIPG	ENST00000261292
SMUG1P1	ENST00000590640
RP11-813F20.2	ENST00000591105
ACAA2	ENST00000285093
RP11-886H22.1	ENST00000590532
SNHG22	ENST00000589499
MYO5B	ENST00000285039
RNA5SP457	ENST00000363657
RP11-813F20.4	ENST00000591362
ADAD1P2	ENST00000588476
RP11-689E3.2	ENST00000587055
CFAP53	ENST00000398545
RP11-699C17.1	ENST00000616499
MBD1	ENST00000269468
CXXC1	ENST00000285106
RP11-1030E3.1	ENST00000586227
RP11-1030E3.2	ENST00000615075
RNA5SP458	ENST00000516188
SKA1	ENST00000285116
RPLP0P11	ENST00000498296
MAPK4	ENST00000400384
RP11-10I6.3	ENST00000657182
RP11-10I6.2	ENST00000588916
MRO	ENST00000398439
HNRNPA3P16	ENST00000591842
RPL17P46	ENST00000496512
ME2	ENST00000321341
RP11-729L2.2	ENST00000590722
ELAC1	ENST00000269466
SMAD4	ENST00000342988
SRSF10P1	ENST00000588646
MEX3C	ENST00000406189
LINC01630	ENST00000635680
SS18L2P2	ENST00000583960
RP11-267C16.2	ENST00000584143
RSL24D1P9	ENST00000578420
RP11-440L16.1	ENST00000577726
RPS8P3	ENST00000462935
RP11-25O3.3	ENST00000656225
RP11-25O3.2	ENST00000650572
RP11-25O3.1	ENST00000582700
DCC	ENST00000442544
RP11-7K9.2	ENST00000623202
LINC01917	ENST00000650275
LINC01919	ENST00000654465
RPL29P32	ENST00000491585
RP11-116K4.1	ENST00000578241
MBD2	ENST00000256429
RP11-850A17.1	ENST00000621167
POLI	ENST00000579534
STARD6	ENST00000581310
C18orf54	ENST00000620105
SNRPGP2	ENST00000580909
CUPIN1P	ENST00000636973
RP11-61D1.2	ENST00000581715
RP11-289E15.1	ENST00000585943
RP11-289E15.2	ENST00000673053
DYNAP	ENST00000648945
RPSAP57	ENST00000590033
RAB27B	ENST00000262094
RP11-99A1.2	ENST00000590604
RP11-839G9.1	ENST00000588466
CCDC68	ENST00000591504
MAP1LC3P	ENST00000588023
LINC01929	ENST00000589125
RNA5SP459	ENST00000516628
TCF4	ENST00000354452
TCF4-AS1	ENST00000587660
TCF4-AS2	ENST00000586467
RP11-397A16.1	ENST00000654829
RPL21P126	ENST00000470049
LINC01415	ENST00000587320
RP11-397A16.3	ENST00000585985
RP11-214L13.2	ENST00000658965
LINC01416	ENST00000654280
CTD-2008L17.1	ENST00000589440
CTD-2008L17.2	ENST00000382897
CTD-2008L17.3	ENST00000666339
RP11-456O19.5	ENST00000589617
LINC01905	ENST00000663271
LINC01539	ENST00000591974
RP11-456O19.3	ENST00000663615
TXNL1	ENST00000217515
WDR7	ENST00000254442
RP11-383D22.1	ENST00000586391
WDR7-OT1	ENST00000592032
RP11-383D22.3	ENST00000668805
LINC-ROR	ENST00000553704
CTD-2526M8.3	ENST00000590942
BOD1L2	ENST00000585477
LINC02565	ENST00000592678
ST8SIA3	ENST00000324000
RP11-714M23.2	ENST00000620778
ONECUT2	ENST00000491143
FECH	ENST00000262093
RP11-706P11.2	ENST00000611316
NARS1	ENST00000256854
RP11-35G9.3	ENST00000592201
RP11-35G9.5	ENST00000588925
ATP8B1	ENST00000648908
RSL24D1P11	ENST00000591045
LINC01897	ENST00000585702
HMGN1P30	ENST00000589286
NEDD4L	ENST00000400345
RP11-718I15.1	ENST00000593212
RP11-845C23.2	ENST00000587933
RP11-845C23.3	ENST00000590318
RP11-1151B14.2	ENST00000585470
MIR122HG	ENST00000590797
RP11-1151B14.1	ENST00000622635
ALPK2	ENST00000361673
RP11-1151B14.5	ENST00000610389
RP11-1151B14.4	ENST00000591360
RP11-126O1.2	ENST00000589794
RPL9P31	ENST00000495117
RP11-126O1.6	ENST00000622763
MALT1-AS1	ENST00000588144
MALT1	ENST00000649217
RP11-126O1.4	ENST00000588835
MRPL37P1	ENST00000592451
RP11-108P20.3	ENST00000587011
RP11-108P20.2	ENST00000586383
LINC01926	ENST00000659493
ZNF532	ENST00000591808
OACYLP	ENST00000417918
RP11-685A21.1	ENST00000670499
SEC11C	ENST00000587834
GRP	ENST00000256857
RAX	ENST00000334889
CPLX4	ENST00000299721
LMAN1	ENST00000251047
RP11-27G24.1	ENST00000591331
CCBE1	ENST00000439986
RP11-27G24.3	ENST00000589242
RP11-760L24.1	ENST00000586841
RP11-2N1.1	ENST00000588298
RP11-2N1.2	ENST00000588946
RP11-2N1.3	ENST00000617349
RPS26P54	ENST00000473094
GLUD1P4	ENST00000590914
RP11-824M15.3	ENST00000592549
PMAIP1	ENST00000316660
RP11-866E20.1	ENST00000590415
NFE2L3P1	ENST00000588207
ENTR1P1	ENST00000589292
RP11-866E20.3	ENST00000585691
SINHCAFP2	ENST00000591086
RP11-795H16.3	ENST00000588794
RPS3AP49	ENST00000472161
RP11-795H16.2	ENST00000585803
RP11-396N11.1	ENST00000659042
RP11-325K19.7	ENST00000658928
MC4R	ENST00000299766
RP11-325K19.3	ENST00000588017
MRPS5P4	ENST00000592830
RP11-325K19.6	ENST00000587712
RP11-325K19.2	ENST00000592477
RP11-325K19.1	ENST00000655645
CTBP2P3	ENST00000585629
HMGN1P31	ENST00000590085
CDH20	ENST00000262717
RPL30P14	ENST00000482744
RP11-879F14.3	ENST00000585706
RP11-879F14.2	ENST00000587754
RP11-879F14.1	ENST00000590968
RP11-1096D5.2	ENST00000588245
LINC01544	ENST00000663426
RNF152	ENST00000312828
RPIAP1	ENST00000587900
PIGN	ENST00000640252
RELCH	ENST00000644646
RP11-173A16.2	ENST00000588561
RP11-173A16.1	ENST00000591014
TNFRSF11A	ENST00000586569
RP11-640A1.3	ENST00000589084
RPL17P44	ENST00000475372
RP11-640A1.4	ENST00000591796
ACTBP9	ENST00000587663
ZCCHC2	ENST00000269499
RP11-120K19.4	ENST00000612025
RP11-120K19.3	ENST00000625052
PHLPP1	ENST00000262719
BCL2	ENST00000333681
RP11-299P2.1	ENST00000587475
RP11-299P2.2	ENST00000634673
KDSR	ENST00000645214
KDSR-DT	ENST00000589905
VPS4B	ENST00000238497
RP11-635N19.2	ENST00000589763
SERPINB5	ENST00000382771
RP11-635N19.3	ENST00000602456
ATP5MC1P6	ENST00000451206
SERPINB12	ENST00000382768
SERPINB13	ENST00000344731
SERPINB4	ENST00000341074
SERPINB3	ENST00000283752
SERPINB11	ENST00000544088
SERPINB7	ENST00000398019
SERPINB2	ENST00000299502
SERPINB10	ENST00000238508
HMSD	ENST00000408945
RP11-793J2.1	ENST00000637973
SERPINB8	ENST00000397985
RPL12P39	ENST00000455456
LINC00305	ENST00000666468
LINC01924	ENST00000589376
LINC01538	ENST00000649058
RP11-762J3.1	ENST00000621395
RP11-10E14.1	ENST00000662570
AC007948.1	ENST00000581632
AC007631.1	ENST00000578545
LINC01916	ENST00000582028
RP11-775G23.1	ENST00000579862
CDH7	ENST00000397968
RP11-389J22.1	ENST00000581987
RP11-389J22.3	ENST00000578673
PRPF19P1	ENST00000584766
CDH19	ENST00000262150
RPL31P9	ENST00000579952
RP11-563H6.1	ENST00000579213
CTD-2541J13.1	ENST00000562669
DSEL	ENST00000310045
CTD-2541J13.2	ENST00000583493
DSEL-AS1	ENST00000583687
RP11-29O13.1	ENST00000580252
RP11-28O3.2	ENST00000666895
FAM32DP	ENST00000577280
RP11-638L3.4	ENST00000578727
LINC01903	ENST00000580659
RP11-638L3.2	ENST00000584299
RP11-659F24.1	ENST00000580622
RP11-526H11.1	ENST00000580057
RP11-421N8.3	ENST00000661028
LINC01912	ENST00000581844
RP11-421N8.1	ENST00000567372
RP11-128D14.1	ENST00000577835
AKR1B10P2	ENST00000577332
MTL3P	ENST00000583846
TMX3	ENST00000299608
RP11-734B5.2	ENST00000613819
RP11-106E15.1	ENST00000579923
CCDC102B	ENST00000360242
SDHCP1	ENST00000577676
RP11-861L17.3	ENST00000584226
RP11-861L17.4	ENST00000620563
RP11-861L17.2	ENST00000584419
RP11-674P19.2	ENST00000579651
RP11-674P19.3	ENST00000649672
RP11-17E3.1	ENST00000619582
DOK6	ENST00000382713
RP11-465I4.3	ENST00000579307
RP11-465I4.2	ENST00000583991
RP11-543H23.1	ENST00000623938
RP11-543H23.2	ENST00000584753
CD226	ENST00000582621
RTTN	ENST00000640769
RP11-704G7.1	ENST00000666381
SOCS6	ENST00000397942
LINC01909	ENST00000584919
LIVAR	ENST00000578633
LINC01910	ENST00000582251
LARP7P3	ENST00000579888
RPS2P6	ENST00000479476
RP11-644A7.2	ENST00000624049
RP11-644A7.3	ENST00000671274
GTSCR1	ENST00000582578
RP11-384E22.1	ENST00000584078
RP11-529J17.1	ENST00000581877
RP11-47G4.3	ENST00000658819
RP11-47G4.2	ENST00000581940
RP11-47G4.1	ENST00000583587
LINC01541	ENST00000568095
RP11-752P2.1	ENST00000580637
RP11-752P2.2	ENST00000582687
LINC01899	ENST00000583756
RP11-723G8.1	ENST00000563639
RP11-736G13.1	ENST00000580927
RP11-736G13.2	ENST00000604699
CBLN2	ENST00000269503
HNRNPA1P11	ENST00000580106
RP11-713C5.1	ENST00000584727
NETO1	ENST00000327305
RNA5SP460	ENST00000516789
NETO1-DT	ENST00000580564
LINC02864	ENST00000584544
LINC02582	ENST00000563172
RP11-126K15.1	ENST00000578740
RP11-25L3.3	ENST00000581541
RP11-25L3.1	ENST00000623454
