UCSC	Symbol	Refseq	Ensembl
uc021qtz.2	NOP2	NM_001258309	ENST00000382421
uc001qpo.3	CHD4	NM_001273	ENST00000357008
uc001qpr.1	SCARNA11	NR_003012	ENST00000516089
uc009zer.2	LPAR5	NM_001142961	ENST00000431922
uc001qpu.1	ACRBP	NM_032489	ENST00000229243
uc001qpw.4	ING4	NM_001127582	ENST00000341550
uc010sfh.2	ZNF384	NM_001135734	ENST00000396801
uc001qqf.2	PIANP	NM_153685	ENST00000320591
uc001qqh.3	COPS7A	NM_016319	ENST00000543155
uc010sfi.2	MLF2	NM_005439	ENST00000435120
uc001qqq.3	PTMS	NM_002824	ENST00000309083
uc001qqt.4	LAG3	NM_002286	ENST00000538079
uc001qqv.2	CD4	NM_000616	ENST00000011653
uc001qqw.1	GPR162	NM_019858	ENST00000311268
uc001qrd.3	GNB3	NM_002075	ENST00000229264
uc001qrg.2	CDCA3	NM_031299	ENST00000538862
uc001qri.4	USP5	NM_001098536	ENST00000229268
uc001qrk.4	TPI1	NM_000365	ENST00000229270
uc001qrl.3	SPSB2	NM_001146316	ENST00000523102
uc021qud.2	RPL13P5	NR_002803	ENST00000441655
uc021que.2	DSTNP2	NR_033796	ENST00000602547
uc001qrp.3	LRRC23	NM_201650	ENST00000007969
uc001qru.1	ENO2	NM_001975	ENST00000229277
uc001qrw.1	ATN1	NM_001007026	ENST00000356654
uc001qrz.3	C12orf57	NM_138425	ENST00000229281
uc001qsa.1	PTPN6	NM_080548	ENST00000399448
uc001qsc.1	MIR200C	NR_029779	ENST00000384980
uc009zfm.2	MIR141	NR_029682	ENST00000384975
uc021quf.1	PHB2	NM_001144831	ENST00000535923
uc001qsg.3	SCARNA12	NR_003010	ENST00000459155
uc001qsh.4	EMG1	NM_006331	ENST00000261406
uc001qsi.3	LPCAT3	NM_005768	ENST00000261407
uc001qsl.3	C1S	NM_201442	ENST00000328916
uc010sfy.2	C1R	NM_001733	ENST00000542285
uc001qsn.3	C1RL	NM_016546	ENST00000266542
uc001qsp.3	C1RL-AS1	NR_026947	ENST00000541775
uc001qsq.3	RBP5	NM_031491	ENST00000266560
uc001qsr.3	CLSTN3	NM_014718	ENST00000266546
uc010sgc.2	PEX5	NM_001131023	ENST00000266564
uc001qsx.1	ACSM4	NM_001080454	ENST00000399422
uc001qsy.3	CD163L1	NM_174941	ENST00000313599
uc001qsz.3	CD163	NM_004244	ENST00000359156
uc001qtb.3	APOBEC1	NM_001644	ENST00000229304
uc001qte.3	GDF3	NM_020634	ENST00000329913
uc001qtf.3	DPPA3	NM_199286	ENST00000345088
uc001qth.1	CLEC4C	NM_130441	ENST00000542353
uc009zfx.2	NANOGNB	NM_001145465	ENST00000382119
uc009zfy.1	NANOG	NM_024865	ENST00000229307
uc001qtn.3	SLC2A14	NM_153449	ENST00000396589
uc001qtr.3	SLC2A3	NM_006931	ENST00000075120
uc001qtu.3	FOXJ2	NM_018416	ENST00000162391
uc001qtv.1	C3AR1	NM_004054	ENST00000307637
uc001qtx.2	NECAP1	NM_015509	ENST00000339754
uc001qtz.1	CLEC4A	NM_016184	ENST00000229332
uc010sgi.2	POU5F1P3	NR_036440	ENST00000428824
uc001qud.1	ZNF705A	NM_001004328	ENST00000359286
uc001que.4	FAM66C	NR_026788	ENST00000544214
uc001qui.2	FAM90A1	NM_018088	ENST00000538603
uc010sgk.2	FAM86FP	NR_024254	ENST00000338711
uc001quk.4	LINC00937	NR_024420	ENST00000544461
uc001qum.1	CLEC6A	NM_001007033	ENST00000382073
uc001qun.3	CLEC4D	NM_080387	ENST00000299665
uc001quo.1	CLEC4E	NM_014358	ENST00000299663
uc001qur.2	AICDA	NM_020661	ENST00000229335
uc001qut.1	MFAP5	NM_003480	ENST00000359478
uc001qux.2	RIMKLB	NM_020734	ENST00000357529
uc001quz.5	A2ML1	NM_144670	ENST00000299698
uc001qvd.3	PHC1	NM_004426	ENST00000433083
uc001qvf.3	M6PR	NM_002355	ENST00000000412
uc001qvg.3	KLRG1	NM_005810	ENST00000266551
uc009zgh.2	LINC00612	NR_034140	ENST00000538094
uc009zgj.1	A2M-AS1	NR_026971	ENST00000499762
uc001qvk.1	A2M	NM_000014	ENST00000318602
uc001qvl.3	PZP	NM_002864	ENST00000261336
uc021qum.1	A2MP1	NR_040112	ENST00000543404
uc021qun.1	MIR1244-1	NR_036263	n/a
uc001qvm.2	LOC100499405	NR_036466	ENST00000427111
uc010sgt.2	KLRB1	NM_002258	ENST00000229402
uc031qgd.1	LOC374443	NR_046444	ENST00000575094
uc001qwf.3	CLEC2D	NM_001004419	ENST00000444971
uc001qwi.3	CLECL1	NM_001253750	ENST00000540988
uc001qwk.3	CD69	NM_001781	ENST00000228434
uc021qux.1	KLRF1	NM_016523	ENST00000279544
uc001qwn.3	CLEC2B	NM_005127	ENST00000228438
uc021quy.1	KLRF2	NM_001190765	ENST00000535540
uc009zhc.2	CLEC2A	NM_001130711	ENST00000455827
uc001qwq.3	CLEC12A	NM_001207010	ENST00000355690
uc001qwu.3	CLEC1B	NM_016509	ENST00000298527
uc001qwz.2	CLEC12B	NM_001129998	ENST00000338896
uc001qxa.3	CLEC9A	NM_207345	ENST00000355819
uc001qxb.3	CLEC1A	NM_016511	ENST00000315330
uc001qxg.2	CLEC7A	NM_197947	ENST00000534609
uc001qxo.1	OLR1	NM_002543	ENST00000309539
uc001qxq.3	TMEM52B	NM_153022	ENST00000298530
uc001qxs.3	GABARAPL1	NM_031412	ENST00000266458
uc001qxx.4	KLRD1	NM_002262	ENST00000336164
uc009zhj.3	KLRK1	NM_007360	ENST00000543572
uc001qye.3	KLRC4	NM_013431	ENST00000309384
uc001qyi.1	KLRC3	NM_007333	ENST00000381903
uc001qyl.3	KLRC1	NM_002259	ENST00000359151
uc001qyq.2	MAGOHB	NM_018048	ENST00000320756
uc001qys.2	STYK1	NM_018423	ENST00000075503
uc001qyt.3	YBX3	NM_003651	ENST00000228251
uc001qyv.3	TAS2R7	NM_023919	ENST00000240687
uc010shh.2	TAS2R8	NM_023918	ENST00000240615
uc001qyx.3	TAS2R9	NM_023917	ENST00000240691
uc001qyy.1	TAS2R10	NM_023921	ENST00000240619
uc001qyz.4	PRR4	NM_007244	ENST00000228811
uc021qvf.1	PRH1	NM_006250	ENST00000428168
uc001qzt.4	PRB4	NM_002723	ENST00000279575
uc001qzg.1	TAS2R13	NM_023920	ENST00000390677
uc001qzi.4	PRH2	NM_005042	ENST00000396400
uc010shi.2	TAS2R14	NM_023922	ENST00000537503
uc001qzl.2	TAS2R50	NM_176890	ENST00000506868
uc001qzm.2	TAS2R20	NM_176889	ENST00000538986
uc010shj.2	TAS2R19	NM_176888	ENST00000390673
uc001qzo.1	TAS2R31	NM_176885	ENST00000390675
uc001qzp.1	TAS2R46	NM_176887	ENST00000533467
uc001qzq.1	TAS2R43	NM_176884	ENST00000531678
uc009zhs.1	TAS2R30	NM_001097643	ENST00000539585
uc021qvh.2	LOC100129361	NM_001271592	ENST00000544420
uc001qzr.1	TAS2R42	NM_181429	ENST00000334266
uc001qzs.3	PRB3	NM_006249	ENST00000279573
uc001qzu.1	PRB1	NM_199353	ENST00000500254
uc010shk.1	PRB2	NM_006248	ENST00000389362
uc001qzy.3	LOC338817	NR_033890	ENST00000499291
uc001qzz.3	ETV6	NM_001987	ENST00000396373
uc031qgi.1	RNU6-19P	NR_046487	n/a
uc001rac.3	BCL2L14	NM_138723	ENST00000308721
uc021qvi.1	MIR1244-1	NR_036263	n/a
uc001rah.4	LRP6	NM_002336	ENST00000261349
uc001rai.1	MANSC1	NM_018050	ENST00000535902
uc001rak.3	LOH12CR2	NR_024061	ENST00000381800
uc001ral.2	LOH12CR1	NM_058169	ENST00000314565
uc001rao.2	DUSP16	NM_030640	ENST00000228862
uc001rap.1	CREBL2	NM_001310	ENST00000228865
uc001raq.2	GPR19	NM_006143	ENST00000332427
uc001rat.2	CDKN1B	NM_004064	ENST00000228872
uc001rax.3	DDX47	NM_016355	ENST00000534843
uc001rau.4	APOLD1	NM_001130415	ENST00000326765
uc021qvl.1	MIR613	NR_030344	ENST00000385248
uc010sho.2	RPL13AP20	NR_003932	ENST00000424500
uc001rba.3	GPRC5A	NM_003979	ENST00000014914
uc001rbb.4	MIR614	NR_030345	ENST00000385082
uc010shp.2	GPRC5D	NM_018654	ENST00000228887
uc001rbd.3	HEBP1	NM_015987	ENST00000014930
uc001rbe.1	LOC100506314	NR_038920	ENST00000499948
uc010shq.2	HTR7P1	NR_002774	ENST00000538670
uc001rbi.3	KIAA1467	NM_020853	ENST00000197268
uc001rbn.3	GSG1	NM_001080555	ENST00000337630
uc001rbr.3	EMP1	NM_001423	ENST00000256951
uc001rbs.2	C12orf36	NR_036555	ENST00000318426
uc001rbt.2	GRIN2B	NM_000834	ENST00000609686
uc001rbw.3	ATF7IP	NM_018179	ENST00000261168
uc001rcc.1	PLBD1	NM_024829	ENST00000240617
uc001rcd.3	GUCY2C	NM_004963	ENST00000261170
uc001rcf.4	HIST4H4	NM_175054	ENST00000539745
uc009zia.3	H2AFJ	NM_177925	ENST00000544848
uc001rci.3	WBP11	NM_016312	ENST00000261167
uc001rcj.4	C12orf60	NM_175874	ENST00000330828
uc001rck.1	SMCO3	NM_001013698	ENST00000316048
uc001rcl.1	ART4	NM_021071	ENST00000228936
uc021qvr.1	MGP	NM_001190839	ENST00000539261
uc001rco.3	ERP27	NM_152321	ENST00000266397
uc001rcq.1	ARHGDIB	NM_001175	ENST00000228945
uc001rcr.3	PDE6H	NM_006205	ENST00000266395
uc001rct.3	RERG	NM_032918	ENST00000256953
uc001rcv.2	PTPRO	NM_030667	ENST00000281171
uc001rdb.3	EPS8	NM_004447	ENST00000281172
uc001rdc.4	STRAP	NM_007178	ENST00000419869
uc001rde.3	DERA	NM_015954	ENST00000428559
uc021qvs.1	SLC15A5	NM_001170798	ENST00000344941
uc031qgl.1	MGST1	NM_001260511	ENST00000396210
uc010shy.2	LMO3	NM_001243612	ENST00000354662
uc021qvt.1	SKP1P2	NR_036619	n/a
uc021qvv.1	MIR3974	NR_039770	n/a
uc001rdq.3	RERGL	NM_024730	ENST00000229002
uc001rdt.3	PIK3C2G	NM_004570	ENST00000433979
uc021qvx.2	PLCZ1	NM_033123	ENST00000447925
uc001rdy.3	CAPZA3	NM_033328	ENST00000317658
uc031qgo.1	PLEKHA5	NM_001256470	ENST00000429027
uc001ref.2	AEBP2	NM_001114176	ENST00000266508
uc021qvz.1	LOC100506393	NR_040098	ENST00000536666
uc001reh.2	PDE3A	NM_000921	ENST00000359062
uc010sii.2	SLCO1C1	NM_001145946	ENST00000545604
uc001rel.4	SLCO1B3	NM_019844	ENST00000381545
uc001req.4	SLCO1B1	NM_006446	ENST00000256958
uc001rer.3	SLCO1A2	NM_021094	ENST00000452078
uc001rev.3	IAPP	NM_000415	ENST00000240652
uc001rew.3	PYROXD1	NM_024854	ENST00000240651
uc001rex.3	RECQL	NM_032941	ENST00000444129
uc001rez.2	GOLT1B	NM_016072	ENST00000229314
uc001rfa.1	C12orf39	NM_030572	ENST00000256969
uc001rfb.3	GYS2	NM_021957	ENST00000261195
uc001rfe.3	LDHB	NM_002300	ENST00000350669
uc001rff.4	KCNJ8	NM_004982	ENST00000240662
uc001rfh.3	ABCC9	NM_020297	ENST00000261200
uc001rfm.4	CMAS	NM_018686	ENST00000229329
uc001rfo.4	ST8SIA1	NM_003034	ENST00000396037
uc001rfq.3	C2CD5	NM_014802	ENST00000333957
uc001rft.3	ETNK1	NM_018638	ENST00000266517
uc001rfw.3	SOX5	NM_006940	ENST00000309359
uc021qwc.1	MIR920	NR_030625	ENST00000401373
uc001rgb.1	LINC00477	NR_029451	ENST00000483544
uc010six.2	BCAT1	NM_001178093	ENST00000261192
uc001rgf.3	C12orf77	NM_001101339	ENST00000549828
uc010sja.2	LRMP	NM_001204126	ENST00000361433
uc001rgk.3	CASC1	NM_018272	ENST00000395990
uc001rgn.3	LYRM5	NM_001001660	ENST00000557540
uc001rgp.1	KRAS	NM_033360	ENST00000311936
uc010sji.1	IFLTD1	NM_001145728	ENST00000282881
uc021qwe.1	MIR4302	NR_036188	n/a
uc001rgx.3	RASSF8	NM_001164748	ENST00000405154
uc001rhb.3	BHLHE41	NM_030762	ENST00000242728
uc001rhe.3	SSPN	NM_005086	ENST00000242729
uc001rhg.3	ITPR2	NM_002223	ENST00000381340
uc001rhk.4	ASUN	NM_018164	ENST00000261191
uc001rhm.3	FGFR1OP2	NM_015633	ENST00000229395
uc010sjl.2	TM7SF3	NM_016551	ENST00000343028
uc001rhp.2	MED21	NM_004264	ENST00000282892
uc001rhq.3	C12orf71	NM_001080406	ENST00000429849
uc001rhr.3	STK38L	NM_015000	ENST00000389032
uc001rht.2	ARNTL2	NM_020183	ENST00000544915
uc010sjq.2	SMCO2	NM_001145010	ENST00000416383
uc001ric.2	PPFIBP1	NM_177444	ENST00000318304
uc001rig.1	REP15	NM_001029874	ENST00000310791
uc001rih.3	MRPS35	NM_021821	ENST00000081029
uc010sjs.1	MANSC4	NM_001146221	ENST00000381273
uc001rij.3	KLHL42	NM_020782	ENST00000381271
uc001ril.3	PTHLH	NM_198965	ENST00000395872
uc001riq.3	CCDC91	NM_018318	ENST00000545336
uc001ris.5	FAR2	NM_001271783	ENST00000536681
uc001riv.3	ERGIC2	NM_016570	ENST00000360150
uc031qgv.1	OVCH1-AS1	NR_073170	ENST00000550906
uc001rix.1	OVCH1	NM_183378	ENST00000318184
uc021qwi.1	TMTC1	NM_001193451	ENST00000256062
uc001rjd.3	IPO8	NM_006390	ENST00000256079
uc001rji.1	CAPRIN2	NM_001002259	ENST00000251071
uc001rjo.2	LINC00941	NR_040245	ENST00000547804
uc001rjp.3	TSPAN11	NM_001080509	ENST00000261177
uc001rjq.2	DDX11-AS1	NR_038927	ENST00000500527
uc001rjv.2	DDX11	NM_001257144	ENST00000407793
uc001rke.3	FAM60A	NM_001135812	ENST00000337682
uc001rkf.1	FLJ13224	NR_026806	ENST00000313737
uc001rki.1	DENND5B	NM_144973	ENST00000389082
uc031qgx.1	DENND5B-AS1	NR_046909	ENST00000536397
uc001rkm.3	METTL20	NM_001135863	ENST00000357721
uc001rkq.4	AMN1	NM_001113402	ENST00000281471
uc001rkr.3	H3F3C	NM_001013699	ENST00000340398
uc001rks.3	KIAA1551	NM_018169	ENST00000312561
uc031qgy.1	RNU6-78P	NR_046944	n/a
uc001rku.3	BICD1	NM_001714	ENST00000548411
uc001rkz.3	FGD4	NM_139241	ENST00000427716
uc001rld.2	DNM1L	NM_012062	ENST00000452533
uc001rli.3	YARS2	NM_001040436	ENST00000324868
uc001rlj.4	PKP2	NM_004572	ENST00000340811
uc001rll.1	SYT10	NM_198992	ENST00000228567
uc001rlm.3	ALG10	NM_032834	ENST00000266483
uc001rln.4	ALG10B	NM_001013620	ENST00000308742
uc001rls.1	CPNE8	NM_153634	ENST00000331366
uc001rly.3	KIF21A	NM_001173464	ENST00000395670
uc001rmb.2	ABCD2	NM_005164	ENST00000308666
uc001rmc.3	C12orf40	NM_001031748	ENST00000324616
uc010skm.2	SLC2A13	NM_052885	ENST00000280871
uc001rmg.4	LRRK2	NM_198578	ENST00000298910
uc031qgz.1	CNTN1	NM_175038	ENST00000551295
uc001rmp.1	contactin 1		n/a
uc010skn.2	PDZRN4	NM_001164595	ENST00000402685
uc001rms.4	GXYLT1	NM_173601	ENST00000398675
uc001rmw.3	YAF2	NM_001190979	ENST00000327791
uc001rmz.3	ZCRB1	NM_033114	ENST00000266529
uc001rng.1	PPHLN1	NM_016488	ENST00000432191
uc010skv.2	PRICKLE1	NM_001144881	ENST00000455697
uc010skx.2	ADAMTS20	NM_025003	ENST00000389420
uc001rnr.5	PUS7L	NM_001098614	ENST00000416848
uc001rnt.3	IRAK4	NM_016123	ENST00000431837
uc001rob.3	TWF1	NM_001242397	ENST00000395510
uc001rod.3	TMEM117	NM_032256	ENST00000266534
uc010skz.1	NELL2	NM_001145107	ENST00000429094
uc001rok.1	DBX2	NM_001004329	ENST00000332700
uc001rol.3	RACGAP1P	NR_026583	ENST00000550663
uc001rom.2	PLEKHA8P1	NR_037144	ENST00000256692
uc010slc.1	RNY5	NR_001571	n/a
uc010slf.2	ANO6	NM_001204803	ENST00000320560
uc001roq.3	LINC00938	NR_028408	ENST00000609803
uc001ros.1	ARID2	NM_152641	ENST00000334344
uc001rox.3	SCAF11	NM_004719	ENST00000369367
uc001rpc.3	SLC38A1	NM_001077484	ENST00000398637
uc001rpg.3	SLC38A2	NM_018976	ENST00000256689
uc001rpj.2	SLC38A4	NM_001143824	ENST00000447411
uc001rpk.3	AMIGO2	NM_181847	ENST00000266581
uc001rpq.3	PCED1B	NM_138371	ENST00000546455
uc021qxh.1	MIR4698	NR_039847	ENST00000577795
uc001rpp.2	PCED1B-AS1	NR_026544	ENST00000500365
uc001rpr.3	RPAP3	NM_024604	ENST00000005386
uc001rpu.2	ENDOU	NM_001172439	ENST00000422538
uc001rpz.4	RAPGEF3	NM_001098531	ENST00000405493
uc001rqd.3	SLC48A1	NM_017842	ENST00000442218
uc010slo.2	HDAC7	NM_015401	ENST00000080059
uc001rql.3	VDR	NM_001017536	ENST00000229022
uc001rqr.3	TMEM106C	NM_001143842	ENST00000429772
uc001rqu.3	COL2A1	NM_001844	ENST00000380518
uc009zkx.4	SENP1	NM_001267594	ENST00000004980
uc001rrb.2	PFKM	NM_001166686	ENST00000340802
uc001rrh.3	ASB8	NM_024095	ENST00000317697
uc001rrj.2	C12orf68	NM_001013635	ENST00000316554
uc001rrl.1	OR10AD1	NM_001004134	ENST00000310248
uc001rrm.3	H1FNT	NM_181788	ENST00000335017
uc001rro.2	ZNF641	NM_001172681	ENST00000301042
uc010slt.2	ANP32D	NM_012404	ENST00000266594
uc001rrr.3	C12orf54	NM_152319	ENST00000314014
uc010slu.2	OR8S1	NM_001005203	ENST00000310194
uc001rrt.3	LALBA	NM_002289	ENST00000301046
uc001rrz.2	KANSL2	NM_017822	ENST00000550347
uc001rsa.2	SNORA34	NR_031623	ENST00000408564
uc001rsb.1	SNORA2A	NR_002950	ENST00000383885
uc001rsc.1	SNORA2B	NR_002951	ENST00000384583
uc001rsd.4	CCNT1	NM_001240	ENST00000261900
uc001rsg.4	LINC00935	NR_029449	ENST00000548380
uc001rsh.4	ADCY6	NM_015270	ENST00000307885
uc021qxl.2	MIR4701	NR_039850	ENST00000583094
uc010sly.2	CACNB3	NM_001206917	ENST00000301050
uc001rsm.3	DDX23	NM_004818	ENST00000308025
uc001rsn.3	RND1	NM_014470	ENST00000309739
uc001rso.3	CCDC65	NM_033124	ENST00000320516
uc001rsp.3	FKBP11	NM_016594	ENST00000550765
uc001rsr.2	ARF3	NM_001659	ENST00000256682
uc001rss.3	WNT10B	NM_003394	ENST00000301061
uc001rsu.3	WNT1	NM_005430	ENST00000293549
uc001rsv.1	DDN	NM_015086	ENST00000421952
uc001rsz.3	PRKAG1	NM_001206709	ENST00000548065
uc001rta.4	KMT2D	NM_003482	ENST00000301067
uc001rtc.1	RHEBL1	NM_144593	ENST00000301068
uc001rtf.3	DHH	NM_021044	ENST00000266991
uc001rth.4	LMBR1L	NM_018113	ENST00000267102
uc001rtm.3	TUBA1B	NM_006082	ENST00000336023
uc001rtp.4	TUBA1A	NM_006009	ENST00000301071
uc001rtt.1	TUBA1C	NM_032704	ENST00000301072
uc001rtu.3	PRPH	NM_006262	ENST00000257860
uc001rtx.4	TROAP	NM_005480	ENST00000257909
uc001rtz.1	C1QL4	NM_001008223	ENST00000334221
uc001rua.3	DNAJC22	NM_024902	ENST00000395069
uc001rud.2	SPATS2	NM_023071	ENST00000553127
uc021qxp.2	LOC100335030	NR_033267	ENST00000551907
uc001ruh.1	KCNH3	NM_012284	ENST00000257981
uc001rui.1	MCRS1	NM_001012300	ENST00000551625
uc001ruo.3	FAM186B	NM_032130	ENST00000257894
uc001rus.2	PRPF40B	NM_001031698	ENST00000548825
uc001ruv.1	FMNL3	NM_175736	ENST00000335154
uc001ruy.2	TMBIM6	NM_001098576	ENST00000423828
uc009zlk.2	NCKAP5L	NM_001037806	ENST00000335999
uc001rvg.3	BCDIN3D-AS1	NR_027499	ENST00000548872
uc001rvh.3	BCDIN3D	NM_181708	ENST00000333924
uc001rvj.2	FAIM2	NM_012306	ENST00000320634
uc001rvl.4	LOC283332	NR_026948	ENST00000550636
uc001rvn.3	AQP2	NM_000486	ENST00000199280
uc001rvo.3	AQP5	NM_001651	ENST00000293599
uc001rvr.1	AQP6	NM_001652	ENST00000489786
uc001rvs.2	RACGAP1	NM_001126104	ENST00000434422
uc001rvv.4	ASIC1	NM_020039	ENST00000228468
uc001rvx.4	SMARCD1	NM_003076	ENST00000394963
uc001rvz.4	GPD1	NM_005276	ENST00000301149
uc031qhh.1	COX14	NM_001257134	ENST00000550487
uc001rwd.4	CERS5	NM_147190	ENST00000547787
uc001rwk.4	LIMA1	NM_001113546	ENST00000341247
uc021qxu.1	MIR1293	NR_031625	ENST00000408677
uc001rwl.2	FAM186A	NM_001145475	ENST00000543111
uc001rwp.2	LARP4	NM_052879	ENST00000398473
uc001rwv.3	DIP2B	NM_173602	ENST00000301180
uc001rww.4	ATF1	NM_005171	ENST00000262053
uc001rwx.4	TMPRSS12	NM_182559	ENST00000551456
uc001rxb.3	METTL7A	NM_014033	ENST00000332160
uc010smw.2	HIGD1C	NM_001109619	ENST00000398455
uc001rxk.2	SLC11A2	NM_001174125	ENST00000394904
uc009zlw.3	LETMD1	NM_001243689	ENST00000418425
uc001rxu.2	CSRNP2	NM_030809	ENST00000228515
uc001rxw.3	TFCP2	NM_005653	ENST00000307660
uc001rxz.3	POU6F1	NM_002702	ENST00000389243
uc010snd.2	DAZAP2	NM_001136266	ENST00000412716
uc001rye.1	SMAGP	NM_001031628	ENST00000603798
uc001ryg.3	BIN2	NM_016293	ENST00000267012
uc001ryi.1	CELA1	NM_001971	ENST00000293636
uc001ryl.1	GALNT6	NM_007210	ENST00000543196
uc001rys.2	SLC4A8	NM_001039960	ENST00000453097
uc001ryw.4	SCN8A	NM_014191	ENST00000354534
uc001rzc.3	FIGNL2	NM_001013690	n/a
uc001rzd.3	ANKRD33	NM_182608	ENST00000301190
uc001rzk.3	ACVRL1	NM_001077401	ENST00000550683
uc010snn.2	ACVR1B	NM_020328	ENST00000257963
uc001rzo.2	GRASP	NM_181711	ENST00000293662
uc001rzt.3	NR4A1	NM_173157	ENST00000394825
uc009zmc.3	NR4A1	NM_173157	ENST00000394824
uc009zmd.3	C12orf44	NM_001098673	ENST00000336854
uc009zme.2	bpl 41-16		ENST00000546390
uc001rzx.3	KRT80	NM_182507	ENST00000394815
uc001rzz.3	LOC283403	NM_001242696	ENST00000551894
uc010snp.2	LINC00592	NR_027358	ENST00000549830
uc001saa.1	KRT7	NM_005556	ENST00000331817
uc001sad.3	KRT86	NM_002284	ENST00000293525
uc001sab.3	KRT81	NM_002281	ENST00000327741
uc001saf.2	KRT83	NM_002282	ENST00000293670
uc001sag.3	KRT85	NM_002283	ENST00000257901
uc001sah.1	KRT84	NM_033045	ENST00000257951
uc001sai.1	KRT82	NM_033033	ENST00000257974
uc001saj.2	KRT75	NM_004693	ENST00000252245
uc001sak.3	KRT6B	NM_005555	ENST00000252252
uc001sal.4	KRT6C	NM_173086	ENST00000252250
uc001sam.3	KRT6A	NM_005554	ENST00000330722
uc001san.3	KRT5	NM_000424	ENST00000252242
uc001sao.3	KRT71	NM_033448	ENST00000267119
uc001sap.1	KRT74	NM_175053	ENST00000305620
uc001saq.2	KRT72	NM_080747	ENST00000293745
uc001sas.3	KRT73	NM_175068	ENST00000305748
uc001sat.3	KRT2	NM_000423	ENST00000309680
uc001sau.1	KRT1	NM_006121	ENST00000252244
uc001saw.3	KRT77	NM_175078	ENST00000341809
uc001sax.3	KRT76	NM_015848	ENST00000332411
uc001say.3	KRT3	NM_057088	ENST00000417996
uc031qhk.1	KRT4	NM_002272	ENST00000293774
uc001sbb.3	KRT79	NM_175834	ENST00000330553
uc001sbc.1	KRT78	NM_173352	ENST00000304620
uc009zmk.1	KRT8	NM_001256282	ENST00000552551
uc001sbg.3	KRT18	NM_000224	ENST00000388835
uc001sbh.4	EIF4B	NM_001417	ENST00000262056
uc001sbk.2	LOC283335	NR_033854	ENST00000546793
uc001sbp.3	TENC1	NM_170754	ENST00000314250
uc001sbt.2	SPRYD3	NM_032840	ENST00000301463
uc001sbu.1	IGFBP6	NM_002178	ENST00000301464
uc001sbv.3	SOAT2	NM_003578	ENST00000301466
uc001sbz.3	CSAD	NM_001244705	ENST00000267085
uc001scb.4	ZNF740	NM_001004304	ENST00000416904
uc001scc.3	ITGB7	NM_000889	ENST00000267082
uc001scf.3	RARG	NM_000966	ENST00000425354
uc001sch.2	MFSD5	NM_001170790	ENST00000534842
uc001sck.2	ESPL1	NM_012291	ENST00000257934
uc001scl.3	PFDN5	NM_002624	ENST00000551018
uc001scp.4	C12orf10	NM_021640	ENST00000267103
uc001scr.4	AAAS	NM_015665	ENST00000209873
uc001sct.3	SP7	NM_152860	ENST00000303846
uc001scw.3	SP1	NM_138473	ENST00000426431
uc001scx.2	AMHR2	NM_020547	ENST00000257863
uc001sdc.4	PCBP2	NM_005016	ENST00000603815
uc001scz.4	PRR13	NM_018457	ENST00000429243
uc001sdn.2	MAP3K12	NM_001193511	ENST00000267079
uc001sdt.3	TARBP2	NM_134324	ENST00000549572
uc001sdw.1	NPFF	NM_003717	ENST00000267017
uc001sdz.3	ATF7	NM_006856	ENST00000420353
uc001sdx.3	LOC100652999	NR_046221	ENST00000548347
uc001sec.3	ATP5G2	NM_005176	ENST00000394349
uc001sef.3	CALCOCO1	NM_020898	ENST00000262059
uc031qhm.1	HOXC-AS5	NR_047507	ENST00000512916
uc001sei.3	HOXC13	NM_017410	ENST00000243056
uc010soq.2	HOXC12	NM_173860	ENST00000243103
uc031qho.1	HOTAIR	NR_047517	ENST00000424518
uc001sem.3	HOXC11	NM_014212	ENST00000546378
uc001sen.3	HOXC10	NM_017409	ENST00000303460
uc001seo.2	MIR196A2	NR_029617	ENST00000385189
uc001seq.3	HOXC9	NM_006897	ENST00000303450
uc001ser.3	HOXC8	NM_022658	ENST00000040584
uc001sex.3	HOXC4	NM_153633	ENST00000430889
uc001sev.3	HOXC6	NM_004503	ENST00000243108
uc001sew.3	HOXC5	NM_018953	ENST00000312492
uc021qyl.1	MIR615	NR_030753	ENST00000384839
uc001sey.2	FLJ12825	NR_026655	ENST00000515617
uc010sor.2	LOC100240735	NR_026658	ENST00000505259
uc010sos.2	LOC100240734	NR_026657	n/a
uc001sez.4	LOC400043	NR_026656	ENST00000508564
uc009znf.2	SMUG1	NM_001243788	ENST00000508394
uc001sfj.4	CBX5	NM_001127321	ENST00000209875
uc001sfl.3	HNRNPA1	NM_031157	ENST00000340913
uc001sfr.5	NFE2	NM_001136023	ENST00000435572
uc009znm.2	COPZ1	NM_001271736	ENST00000262061
uc010sou.2	MIR148B	NR_029894	ENST00000362252
uc001sfu.3	GPR84	NM_020370	ENST00000267015
uc001sfy.3	ZNF385A	NM_001130967	ENST00000338010
uc001sga.3	ITGA5	NM_002205	ENST00000293379
uc001sgb.3	GTSF1	NM_144594	ENST00000305879
uc001sgc.4	NCKAP1L	NM_005337	ENST00000293373
uc001sgd.2	PDE1B	NM_000924	ENST00000243052
uc001sgg.2	PPP1R1A	NM_006741	ENST00000257905
uc001sgh.1	GLYCAM1	NR_003039	ENST00000550226
uc001sgi.1	LACRT	NM_033277	ENST00000257867
uc001sgj.3	DCD	NM_053283	ENST00000293371
uc001sgk.3	MUCL1	NM_058173	ENST00000308796
uc001sgn.4	TESPA1	NM_001098815	ENST00000524622
